1:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.AbstractObjectList:59:7789833772597351595L |==> 0L
31:AOR:+(int,int):%(int,int):org.jfree.chart.util.AbstractObjectList@set:127:index + this.increment |==> index % this.increment
32:AOR:+(int,int):*(int,int):org.jfree.chart.util.AbstractObjectList@set:127:index + this.increment |==> index * this.increment
33:AOR:+(int,int):-(int,int):org.jfree.chart.util.AbstractObjectList@set:127:index + this.increment |==> index - this.increment
34:AOR:+(int,int):/(int,int):org.jfree.chart.util.AbstractObjectList@set:127:index + this.increment |==> index / this.increment
35:LVR:0:POS:org.jfree.chart.util.AbstractObjectList@set:128:0 |==> 1
36:LVR:0:NEG:org.jfree.chart.util.AbstractObjectList@set:128:0 |==> -1
37:LVR:0:POS:org.jfree.chart.util.AbstractObjectList@set:128:0 |==> 1
38:LVR:0:NEG:org.jfree.chart.util.AbstractObjectList@set:128:0 |==> -1
39:STD:<CALL>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@set:128:System.arraycopy(this.objects, 0, enlarged, 0, this.objects.length) |==> <NO-OP>
40:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@set:129:this.objects = enlarged |==> <NO-OP>
41:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@set:131:this.objects[index] = object |==> <NO-OP>
42:LVR:POS:0:org.jfree.chart.util.AbstractObjectList@set:132:1 |==> 0
43:LVR:POS:NEG:org.jfree.chart.util.AbstractObjectList@set:132:1 |==> -1
44:AOR:+(int,int):%(int,int):org.jfree.chart.util.AbstractObjectList@set:132:index + 1 |==> index % 1
45:AOR:+(int,int):*(int,int):org.jfree.chart.util.AbstractObjectList@set:132:index + 1 |==> index * 1
46:AOR:+(int,int):-(int,int):org.jfree.chart.util.AbstractObjectList@set:132:index + 1 |==> index - 1
47:AOR:+(int,int):/(int,int):org.jfree.chart.util.AbstractObjectList@set:132:index + 1 |==> index / 1
48:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@set:132:this.size = Math.max(this.size, index + 1) |==> <NO-OP>
49:STD:<CALL>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@clear:139:Arrays.fill(this.objects, null) |==> <NO-OP>
50:LVR:0:POS:org.jfree.chart.util.AbstractObjectList@clear:140:0 |==> 1
51:LVR:0:NEG:org.jfree.chart.util.AbstractObjectList@clear:140:0 |==> -1
52:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@clear:140:this.size = 0 |==> <NO-OP>
53:STD:CALL:<NO-OP>:org.jfree.chart.util.AbstractObjectList@size:149:this.size |==> 0
54:LVR:0:POS:org.jfree.chart.util.AbstractObjectList@indexOf:161:0 |==> 1
55:LVR:0:NEG:org.jfree.chart.util.AbstractObjectList@indexOf:161:0 |==> -1
56:ROR:<(int,int):!=(int,int):org.jfree.chart.util.AbstractObjectList@indexOf:161:index < this.size |==> index != this.size
57:ROR:<(int,int):<=(int,int):org.jfree.chart.util.AbstractObjectList@indexOf:161:index < this.size |==> index <= this.size
58:ROR:<(int,int):FALSE(int,int):org.jfree.chart.util.AbstractObjectList@indexOf:161:index < this.size |==> false
59:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.AbstractObjectList@indexOf:162:this.objects[index] == object |==> false
60:STD:CALL:<NO-OP>:org.jfree.chart.util.AbstractObjectList@indexOf:163:(index) |==> 0
61:LVR:NEG:0:org.jfree.chart.util.AbstractObjectList@indexOf:166:-1 |==> 0
62:LVR:NEG:POS:org.jfree.chart.util.AbstractObjectList@indexOf:166:-1 |==> 1
63:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.AbstractObjectList@equals:178:obj == null |==> false
64:LVR:FALSE:TRUE:org.jfree.chart.util.AbstractObjectList@equals:179:false |==> true
65:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.AbstractObjectList@equals:182:obj == this |==> false
66:LVR:TRUE:FALSE:org.jfree.chart.util.AbstractObjectList@equals:183:true |==> false
67:LVR:FALSE:TRUE:org.jfree.chart.util.AbstractObjectList@equals:187:false |==> true
68:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.AbstractObjectList@equals:190:(AbstractObjectList)obj |==> null
69:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.AbstractObjectList@equals:191:size() |==> 0
70:LVR:0:POS:org.jfree.chart.util.AbstractObjectList@equals:192:0 |==> 1
71:LVR:0:NEG:org.jfree.chart.util.AbstractObjectList@equals:192:0 |==> -1
72:ROR:<(int,int):!=(int,int):org.jfree.chart.util.AbstractObjectList@equals:192:i < listSize |==> i != listSize
73:ROR:<(int,int):<=(int,int):org.jfree.chart.util.AbstractObjectList@equals:192:i < listSize |==> i <= listSize
74:ROR:<(int,int):FALSE(int,int):org.jfree.chart.util.AbstractObjectList@equals:192:i < listSize |==> false
75:COR:ObjectUtilities.equal(get(i), other.get(i)):TRUE:org.jfree.chart.util.AbstractObjectList@equals:193:ObjectUtilities.equal(get(i), other.get(i)) |==> false
76:COR:ObjectUtilities.equal(get(i), other.get(i)):FALSE:org.jfree.chart.util.AbstractObjectList@equals:193:ObjectUtilities.equal(get(i), other.get(i)) |==> true
77:LVR:FALSE:TRUE:org.jfree.chart.util.AbstractObjectList@equals:194:false |==> true
78:LVR:TRUE:FALSE:org.jfree.chart.util.AbstractObjectList@equals:197:true |==> false
79:LVR:POS:0:org.jfree.chart.util.AbstractObjectList@hashCode:206:127 |==> 0
80:LVR:POS:NEG:org.jfree.chart.util.AbstractObjectList@hashCode:206:127 |==> -127
81:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.AbstractObjectList@hashCode:207:size() |==> 0
82:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@hashCode:208:result = HashUtilities.hashCode(result, size()) |==> <NO-OP>
83:LVR:0:POS:org.jfree.chart.util.AbstractObjectList@hashCode:211:0 |==> 1
84:LVR:0:NEG:org.jfree.chart.util.AbstractObjectList@hashCode:211:0 |==> -1
85:ROR:>(int,int):!=(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:211:size > 0 |==> size != 0
86:ROR:>(int,int):>=(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:211:size > 0 |==> size >= 0
87:ROR:>(int,int):FALSE(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:211:size > 0 |==> false
88:LVR:0:POS:org.jfree.chart.util.AbstractObjectList@hashCode:212:0 |==> 1
89:LVR:0:NEG:org.jfree.chart.util.AbstractObjectList@hashCode:212:0 |==> -1
90:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@hashCode:212:result = HashUtilities.hashCode(result, this.objects[0]) |==> <NO-OP>
91:LVR:POS:0:org.jfree.chart.util.AbstractObjectList@hashCode:213:1 |==> 0
92:LVR:POS:NEG:org.jfree.chart.util.AbstractObjectList@hashCode:213:1 |==> -1
93:ROR:>(int,int):!=(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:213:size > 1 |==> size != 1
94:ROR:>(int,int):>=(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:213:size > 1 |==> size >= 1
95:ROR:>(int,int):FALSE(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:213:size > 1 |==> false
96:LVR:POS:0:org.jfree.chart.util.AbstractObjectList@hashCode:214:1 |==> 0
97:LVR:POS:NEG:org.jfree.chart.util.AbstractObjectList@hashCode:214:1 |==> -1
98:AOR:-(int,int):%(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:214:size - 1 |==> size % 1
99:AOR:-(int,int):*(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:214:size - 1 |==> size * 1
100:AOR:-(int,int):+(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:214:size - 1 |==> size + 1
101:AOR:-(int,int):/(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:214:size - 1 |==> size / 1
102:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@hashCode:214:result = HashUtilities.hashCode(result, this.objects[size - 1]) |==> <NO-OP>
103:LVR:POS:0:org.jfree.chart.util.AbstractObjectList@hashCode:215:2 |==> 0
104:LVR:POS:NEG:org.jfree.chart.util.AbstractObjectList@hashCode:215:2 |==> -2
105:ROR:>(int,int):!=(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:215:size > 2 |==> size != 2
106:ROR:>(int,int):>=(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:215:size > 2 |==> size >= 2
107:ROR:>(int,int):FALSE(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:215:size > 2 |==> false
108:LVR:POS:0:org.jfree.chart.util.AbstractObjectList@hashCode:217:2 |==> 0
109:LVR:POS:NEG:org.jfree.chart.util.AbstractObjectList@hashCode:217:2 |==> -2
110:AOR:/(int,int):%(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:217:size / 2 |==> size % 2
111:AOR:/(int,int):*(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:217:size / 2 |==> size * 2
112:AOR:/(int,int):+(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:217:size / 2 |==> size + 2
113:AOR:/(int,int):-(int,int):org.jfree.chart.util.AbstractObjectList@hashCode:217:size / 2 |==> size - 2
114:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@hashCode:216:result = HashUtilities.hashCode(result, this.objects[size / 2]) |==> <NO-OP>
115:STD:CALL:<NO-OP>:org.jfree.chart.util.AbstractObjectList@hashCode:221:result |==> 0
116:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.AbstractObjectList@clone:235:(AbstractObjectList)super.clone() |==> null
117:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.AbstractObjectList@clone:236:this.objects != null |==> true
118:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@clone:237:clone.objects = new Object[this.objects.length] |==> <NO-OP>
119:LVR:0:POS:org.jfree.chart.util.AbstractObjectList@clone:238:0 |==> 1
120:LVR:0:NEG:org.jfree.chart.util.AbstractObjectList@clone:238:0 |==> -1
121:LVR:0:POS:org.jfree.chart.util.AbstractObjectList@clone:238:0 |==> 1
122:LVR:0:NEG:org.jfree.chart.util.AbstractObjectList@clone:238:0 |==> -1
123:STD:<CALL>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@clone:238:System.arraycopy(this.objects, 0, clone.objects, 0, this.objects.length) |==> <NO-OP>
124:STD:CALL:<NO-OP>:org.jfree.chart.util.AbstractObjectList@clone:241:clone |==> null
125:STD:<CALL>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@writeObject:255:stream.defaultWriteObject() |==> <NO-OP>
126:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.AbstractObjectList@writeObject:256:size() |==> 0
127:STD:<CALL>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@writeObject:257:stream.writeInt(count) |==> <NO-OP>
128:LVR:0:POS:org.jfree.chart.util.AbstractObjectList@writeObject:258:0 |==> 1
129:LVR:0:NEG:org.jfree.chart.util.AbstractObjectList@writeObject:258:0 |==> -1
130:ROR:<(int,int):!=(int,int):org.jfree.chart.util.AbstractObjectList@writeObject:258:i < count |==> i != count
131:ROR:<(int,int):<=(int,int):org.jfree.chart.util.AbstractObjectList@writeObject:258:i < count |==> i <= count
132:ROR:<(int,int):FALSE(int,int):org.jfree.chart.util.AbstractObjectList@writeObject:258:i < count |==> false
133:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.AbstractObjectList@writeObject:259:get(i) |==> null
134:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.AbstractObjectList@writeObject:260:object != null |==> true
135:COR:&&(boolean,boolean):==(boolean,boolean):org.jfree.chart.util.AbstractObjectList@writeObject:260:object != null && object instanceof Serializable |==> object != null == object instanceof Serializable
136:COR:&&(boolean,boolean):FALSE(boolean,boolean):org.jfree.chart.util.AbstractObjectList@writeObject:260:object != null && object instanceof Serializable |==> false
137:COR:&&(boolean,boolean):LHS(boolean,boolean):org.jfree.chart.util.AbstractObjectList@writeObject:260:object != null && object instanceof Serializable |==> object != null
138:COR:&&(boolean,boolean):RHS(boolean,boolean):org.jfree.chart.util.AbstractObjectList@writeObject:260:object != null && object instanceof Serializable |==> object instanceof Serializable
139:STD:<CALL>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@writeObject:261:stream.writeInt(i) |==> <NO-OP>
140:STD:<CALL>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@writeObject:262:stream.writeObject(object) |==> <NO-OP>
141:LVR:NEG:0:org.jfree.chart.util.AbstractObjectList@writeObject:265:-1 |==> 0
142:LVR:NEG:POS:org.jfree.chart.util.AbstractObjectList@writeObject:265:-1 |==> 1
143:STD:<CALL>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@writeObject:265:stream.writeInt(-1) |==> <NO-OP>
144:STD:<CALL>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@readObject:282:stream.defaultReadObject() |==> <NO-OP>
145:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@readObject:283:this.objects = new Object[this.size] |==> <NO-OP>
146:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.AbstractObjectList@readObject:284:stream.readInt() |==> 0
147:LVR:0:POS:org.jfree.chart.util.AbstractObjectList@readObject:285:0 |==> 1
148:LVR:0:NEG:org.jfree.chart.util.AbstractObjectList@readObject:285:0 |==> -1
149:ROR:<(int,int):!=(int,int):org.jfree.chart.util.AbstractObjectList@readObject:285:i < count |==> i != count
150:ROR:<(int,int):<=(int,int):org.jfree.chart.util.AbstractObjectList@readObject:285:i < count |==> i <= count
151:ROR:<(int,int):FALSE(int,int):org.jfree.chart.util.AbstractObjectList@readObject:285:i < count |==> false
152:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.AbstractObjectList@readObject:286:stream.readInt() |==> 0
153:LVR:NEG:0:org.jfree.chart.util.AbstractObjectList@readObject:287:-1 |==> 0
154:LVR:NEG:POS:org.jfree.chart.util.AbstractObjectList@readObject:287:-1 |==> 1
155:ROR:!=(int,int):<(int,int):org.jfree.chart.util.AbstractObjectList@readObject:287:index != -1 |==> index < -1
156:ROR:!=(int,int):>(int,int):org.jfree.chart.util.AbstractObjectList@readObject:287:index != -1 |==> index > -1
157:ROR:!=(int,int):TRUE(int,int):org.jfree.chart.util.AbstractObjectList@readObject:287:index != -1 |==> true
158:STD:<CALL>:<NO-OP>:org.jfree.chart.util.AbstractObjectList@readObject:288:set(index, stream.readObject()) |==> <NO-OP>
159:STD:CALL:<NO-OP>:org.jfree.chart.util.ShapeList@getShape:70:(Shape)get(index) |==> null
160:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ShapeList@setShape:81:set(index, shape) |==> <NO-OP>
161:STD:CALL:<NO-OP>:org.jfree.chart.util.ShapeList@clone:93:super.clone() |==> null
162:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeList@equals:105:obj == this |==> false
163:LVR:TRUE:FALSE:org.jfree.chart.util.ShapeList@equals:106:true |==> false
164:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeList@equals:109:false |==> true
165:STD:CALL:<NO-OP>:org.jfree.chart.util.ShapeList@equals:111:super.equals(obj) |==> false
166:STD:CALL:<NO-OP>:org.jfree.chart.util.ShapeList@hashCode:121:super.hashCode() |==> 0
167:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ShapeList@writeObject:133:stream.defaultWriteObject() |==> <NO-OP>
168:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ShapeList@writeObject:134:size() |==> 0
169:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ShapeList@writeObject:135:stream.writeInt(count) |==> <NO-OP>
170:LVR:0:POS:org.jfree.chart.util.ShapeList@writeObject:136:0 |==> 1
171:LVR:0:NEG:org.jfree.chart.util.ShapeList@writeObject:136:0 |==> -1
172:ROR:<(int,int):!=(int,int):org.jfree.chart.util.ShapeList@writeObject:136:i < count |==> i != count
173:ROR:<(int,int):<=(int,int):org.jfree.chart.util.ShapeList@writeObject:136:i < count |==> i <= count
174:ROR:<(int,int):FALSE(int,int):org.jfree.chart.util.ShapeList@writeObject:136:i < count |==> false
175:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ShapeList@writeObject:137:getShape(i) |==> null
176:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeList@writeObject:138:shape != null |==> true
177:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ShapeList@writeObject:139:stream.writeInt(i) |==> <NO-OP>
178:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ShapeList@writeObject:140:SerialUtilities.writeShape(shape, stream) |==> <NO-OP>
179:LVR:NEG:0:org.jfree.chart.util.ShapeList@writeObject:143:-1 |==> 0
180:LVR:NEG:POS:org.jfree.chart.util.ShapeList@writeObject:143:-1 |==> 1
181:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ShapeList@writeObject:143:stream.writeInt(-1) |==> <NO-OP>
182:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ShapeList@readObject:160:stream.defaultReadObject() |==> <NO-OP>
183:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ShapeList@readObject:161:stream.readInt() |==> 0
184:LVR:0:POS:org.jfree.chart.util.ShapeList@readObject:162:0 |==> 1
185:LVR:0:NEG:org.jfree.chart.util.ShapeList@readObject:162:0 |==> -1
186:ROR:<(int,int):!=(int,int):org.jfree.chart.util.ShapeList@readObject:162:i < count |==> i != count
187:ROR:<(int,int):<=(int,int):org.jfree.chart.util.ShapeList@readObject:162:i < count |==> i <= count
188:ROR:<(int,int):FALSE(int,int):org.jfree.chart.util.ShapeList@readObject:162:i < count |==> false
189:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ShapeList@readObject:163:stream.readInt() |==> 0
190:LVR:NEG:0:org.jfree.chart.util.ShapeList@readObject:164:-1 |==> 0
191:LVR:NEG:POS:org.jfree.chart.util.ShapeList@readObject:164:-1 |==> 1
192:ROR:!=(int,int):<(int,int):org.jfree.chart.util.ShapeList@readObject:164:index != -1 |==> index < -1
193:ROR:!=(int,int):>(int,int):org.jfree.chart.util.ShapeList@readObject:164:index != -1 |==> index > -1
194:ROR:!=(int,int):TRUE(int,int):org.jfree.chart.util.ShapeList@readObject:164:index != -1 |==> true
195:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ShapeList@readObject:165:setShape(index, SerialUtilities.readShape(stream)) |==> <NO-OP>
196:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities:71:"ThreadContext" |==> null
197:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities:75:"ClassContext" |==> null
198:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities:80:THREAD_CONTEXT |==> null
199:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getClassLoaderSource:99:classLoaderSource |==> null
200:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.ObjectUtilities@setClassLoaderSource:113:ObjectUtilities.classLoaderSource = classLoaderSource |==> <NO-OP>
201:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@equal:125:o1 == o2 |==> false
202:LVR:TRUE:FALSE:org.jfree.chart.util.ObjectUtilities@equal:126:true |==> false
203:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@equal:128:o1 != null |==> true
204:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@equal:129:o1.equals(o2) |==> false
205:LVR:FALSE:TRUE:org.jfree.chart.util.ObjectUtilities@equal:132:false |==> true
206:LVR:0:POS:org.jfree.chart.util.ObjectUtilities@hashCode:145:0 |==> 1
207:LVR:0:NEG:org.jfree.chart.util.ObjectUtilities@hashCode:145:0 |==> -1
208:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@hashCode:146:object != null |==> true
209:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.ObjectUtilities@hashCode:147:result = object.hashCode() |==> <NO-OP>
210:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@hashCode:149:result |==> 0
211:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@clone:162:object == null |==> false
212:LVR:<CLASS>:<NULL>:org.jfree.chart.util.ObjectUtilities@clone:163:"Null \'object\' argument." |==> null
213:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@clone:166:(PublicCloneable)object |==> null
214:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@clone:167:pc.clone() |==> null
215:LVR:<CLASS>:<NULL>:org.jfree.chart.util.ObjectUtilities@clone:171:"clone" |==> null
216:COR:Modifier.isPublic(method.getModifiers()):TRUE:org.jfree.chart.util.ObjectUtilities@clone:173:Modifier.isPublic(method.getModifiers()) |==> false
217:COR:Modifier.isPublic(method.getModifiers()):FALSE:org.jfree.chart.util.ObjectUtilities@clone:173:Modifier.isPublic(method.getModifiers()) |==> true
218:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@clone:174:method.invoke(object, (Object[])null) |==> null
219:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ObjectUtilities@clone:178:e.printStackTrace() |==> <NO-OP>
220:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ObjectUtilities@clone:181:e.printStackTrace() |==> <NO-OP>
221:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ObjectUtilities@clone:184:e.printStackTrace() |==> <NO-OP>
222:LVR:<CLASS>:<NULL>:org.jfree.chart.util.ObjectUtilities@clone:187:"Failed to clone." |==> null
223:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@deepClone:203:collection == null |==> false
224:LVR:<CLASS>:<NULL>:org.jfree.chart.util.ObjectUtilities@deepClone:204:"Null \'collection\' argument." |==> null
225:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@deepClone:210:(Collection)ObjectUtilities.clone(collection) |==> null
226:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ObjectUtilities@deepClone:211:result.clear() |==> <NO-OP>
227:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@deepClone:212:collection.iterator() |==> null
228:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@deepClone:214:iterator.next() |==> null
229:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@deepClone:215:item != null |==> true
230:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ObjectUtilities@deepClone:216:result.add(clone(item)) |==> <NO-OP>
231:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ObjectUtilities@deepClone:219:result.add(null) |==> <NO-OP>
232:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@deepClone:222:result |==> null
233:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.ObjectUtilities@setClassLoader:232:ObjectUtilities.classLoader = classLoader |==> <NO-OP>
234:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getClassLoader:241:classLoader |==> null
235:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@getClassLoader:255:classLoader != null |==> true
236:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getClassLoader:256:classLoader |==> null
237:LVR:<CLASS>:<NULL>:org.jfree.chart.util.ObjectUtilities@getClassLoader:258:"ThreadContext" |==> null
